geography,count,total,commutingType,id
E07000008,85,70596,"Underground, metro, light rail, tram",651
E07000008,806,70596,Train,652
E07000008,2515,70596,"Bus, minibus or coach",653
E07000008,423,70596,Taxi,654
E07000008,373,70596,"Motorcycle, scooter or moped",655
E07000008,13485,70596,Driving a car or van,656
E07000008,1530,70596,Passenger in a car or van,657
E07000008,11836,70596,Bicycle,658
E07000008,6858,70596,On foot,659
E07000008,572,70596,Other method of travel to work,660
E07000009,15606,44695,Work mainly at or from home,661
E07000009,16,44695,"Underground, metro, light rail, tram",662
E07000009,894,44695,Train,663
E07000009,320,44695,"Bus, minibus or coach",664
E07000009,105,44695,Taxi,665
E07000009,173,44695,"Motorcycle, scooter or moped",666
E07000009,22735,44695,Driving a car or van,667
E07000009,1473,44695,Passenger in a car or van,668
E07000009,812,44695,Bicycle,669
E07000009,2211,44695,On foot,670
E07000009,350,44695,Other method of travel to work,671
E07000010,9463,47110,Work mainly at or from home,672
E07000010,26,47110,"Underground, metro, light rail, tram",673
E07000010,294,47110,Train,674
E07000010,528,47110,"Bus, minibus or coach",675
E07000010,129,47110,Taxi,676
E07000010,218,47110,"Motorcycle, scooter or moped",677
E07000010,28166,47110,Driving a car or van,678
E07000010,2708,47110,Passenger in a car or van,679
E07000010,1457,47110,Bicycle,680
E07000010,3654,47110,On foot,681
E07000010,467,47110,Other method of travel to work,682
E07000011,31900,91392,Work mainly at or from home,683
E07000011,51,91392,"Underground, metro, light rail, tram",684
E07000011,1005,91392,Train,685
E07000011,1118,91392,"Bus, minibus or coach",686
E07000011,314,91392,Taxi,687
E07000011,351,91392,"Motorcycle, scooter or moped",688
E07000011,44173,91392,Driving a car or van,689
E07000011,3138,91392,Passenger in a car or van,690
E07000011,2354,91392,Bicycle,691
E07000011,6281,91392,On foot,692
E07000011,707,91392,Other method of travel to work,693
E07000012,36046,82266,Work mainly at or from home,694
E07000012,64,82266,"Underground, metro, light rail, tram",695
E07000012,685,82266,Train,696
E07000012,1604,82266,"Bus, minibus or coach",697
E07000012,172,82266,Taxi,698
E07000012,430,82266,"Motorcycle, scooter or moped",699
E07000012,33507,82266,Driving a car or van,700
E07000012,2057,82266,Passenger in a car or van,701
E07000012,3997,82266,Bicycle,702
E07000012,3131,82266,On foot,703
E07000012,573,82266,Other method of travel to work,704
E07000026,10757,44235,Work mainly at or from home,705
E07000026,17,44235,"Underground, metro, light rail, tram",706
E07000026,196,44235,Train,707
E07000026,992,44235,"Bus, minibus or coach",708
E07000026,92,44235,Taxi,709
E07000026,129,44235,"Motorcycle, scooter or moped",710
E07000026,24859,44235,Driving a car or van,711
E07000026,2036,44235,Passenger in a car or van,712
E07000026,407,44235,Bicycle,713
E07000026,4328,44235,On foot,714
E07000026,422,44235,Other method of travel to work,715
E07000027,6051,31182,Work mainly at or from home,716
E07000027,5,31182,"Underground, metro, light rail, tram",717
E07000027,250,31182,Train,718
E07000027,937,31182,"Bus, minibus or coach",719
E07000027,387,31182,Taxi,720
E07000027,366,31182,"Motorcycle, scooter or moped",721
E07000027,15685,31182,Driving a car or van,722
E07000027,1755,31182,Passenger in a car or van,723
E07000027,1030,31182,Bicycle,724
E07000027,4403,31182,On foot,725
E07000027,313,31182,Other method of travel to work,726
E07000028,10187,52949,Work mainly at or from home,727
E07000028,19,52949,"Underground, metro, light rail, tram",728
E07000028,195,52949,Train,729
E07000028,1791,52949,"Bus, minibus or coach",730
E07000028,200,52949,Taxi,731
E07000028,146,52949,"Motorcycle, scooter or moped",732
E07000028,29906,52949,Driving a car or van,733
E07000028,2449,52949,Passenger in a car or van,734
E07000028,1188,52949,Bicycle,735
E07000028,6347,52949,On foot,736
E07000028,521,52949,Other method of travel to work,737
E07000029,7778,30571,Work mainly at or from home,738
E07000029,14,30571,"Underground, metro, light rail, tram",739
E07000029,316,30571,Train,740
E07000029,861,30571,"Bus, minibus or coach",741
E07000029,120,30571,Taxi,742
E07000029,202,30571,"Motorcycle, scooter or moped",743
E07000029,16849,30571,Driving a car or van,744
E07000029,1573,30571,Passenger in a car or van,745
E07000029,374,30571,Bicycle,746
E07000029,2218,30571,On foot,747
E07000029,266,30571,Other method of travel to work,748
E07000030,7682,27333,Work mainly at or from home,749
E07000030,13,27333,"Underground, metro, light rail, tram",750
E07000030,69,27333,Train,751
E07000030,405,27333,"Bus, minibus or coach",752
E07000030,44,27333,Taxi,753
E07000030,48,27333,"Motorcycle, scooter or moped",754
E07000030,14504,27333,Driving a car or van,755
E07000030,962,27333,Passenger in a car or van,756
E07000030,236,27333,Bicycle,757
E07000030,3062,27333,On foot,758
E07000030,308,27333,Other method of travel to work,759
E07000031,13692,50139,Work mainly at or from home,760
E07000031,18,50139,"Underground, metro, light rail, tram",761
E07000031,291,50139,Train,762
E07000031,462,50139,"Bus, minibus or coach",763
E07000031,173,50139,Taxi,764
E07000031,179,50139,"Motorcycle, scooter or moped",765
E07000031,25555,50139,Driving a car or van,766
E07000031,1772,50139,Passenger in a car or van,767
E07000031,963,50139,Bicycle,768
E07000031,6460,50139,On foot,769
E07000031,574,50139,Other method of travel to work,770
E07000032,15225,60171,Work mainly at or from home,771
E07000032,27,60171,"Underground, metro, light rail, tram",772
E07000032,201,60171,Train,773
E07000032,1458,60171,"Bus, minibus or coach",774
E07000032,153,60171,Taxi,775
E07000032,313,60171,"Motorcycle, scooter or moped",776
E07000032,35212,60171,Driving a car or van,777
E07000032,2430,60171,Passenger in a car or van,778
E07000032,543,60171,Bicycle,779
E07000032,4180,60171,On foot,780
E07000032,429,60171,Other method of travel to work,781
E07000033,6884,38100,Work mainly at or from home,782
E07000033,17,38100,"Underground, metro, light rail, tram",783
E07000033,135,38100,Train,784
E07000033,865,38100,"Bus, minibus or coach",785
E07000033,195,38100,Taxi,786
E07000033,193,38100,"Motorcycle, scooter or moped",787
E07000033,24349,38100,Driving a car or van,788
E07000033,2161,38100,Passenger in a car or van,789
E07000033,250,38100,Bicycle,790
E07000033,2714,38100,On foot,791
E07000033,337,38100,Other method of travel to work,792
E07000034,10772,47534,Work mainly at or from home,793
E07000034,19,47534,"Underground, metro, light rail, tram",794
E07000034,284,47534,Train,795
E07000034,1962,47534,"Bus, minibus or coach",796
E07000034,614,47534,Taxi,797
E07000034,204,47534,"Motorcycle, scooter or moped",798
E07000034,26580,47534,Driving a car or van,799
E07000034,2439,47534,Passenger in a car or van,800
E07000034,455,47534,Bicycle,801
E07000034,3817,47534,On foot,802
E07000034,388,47534,Other method of travel to work,803
E07000035,11376,33228,Work mainly at or from home,804
E07000035,16,33228,"Underground, metro, light rail, tram",805
E07000035,112,33228,Train,806
E07000035,316,33228,"Bus, minibus or coach",807
E07000035,53,33228,Taxi,808
E07000035,93,33228,"Motorcycle, scooter or moped",809
E07000035,16972,33228,Driving a car or van,810
E07000035,1040,33228,Passenger in a car or van,811
E07000035,302,33228,Bicycle,812
E07000035,2655,33228,On foot,813
E07000035,293,33228,Other method of travel to work,814
E07000036,13607,54967,Work mainly at or from home,815
E07000036,109,54967,"Underground, metro, light rail, tram",816
E07000036,241,54967,Train,817
E07000036,2157,54967,"Bus, minibus or coach",818
E07000036,216,54967,Taxi,819
E07000036,315,54967,"Motorcycle, scooter or moped",820
E07000036,30285,54967,Driving a car or van,821
E07000036,2390,54967,Passenger in a car or van,822
E07000036,1215,54967,Bicycle,823
E07000036,3950,54967,On foot,824
E07000036,482,54967,Other method of travel to work,825
E07000037,12973,44614,Work mainly at or from home,826
E07000037,31,44614,"Underground, metro, light rail, tram",827
E07000037,756,44614,Train,828
E07000037,612,44614,"Bus, minibus or coach",829
E07000037,181,44614,Taxi,830
E07000037,123,44614,"Motorcycle, scooter or moped",831
E07000037,23176,44614,Driving a car or van,832
E07000037,1536,44614,Passenger in a car or van,833
E07000037,376,44614,Bicycle,834
E07000037,4501,44614,On foot,835
E07000037,349,44614,Other method of travel to work,836
E07000038,11576,46564,Work mainly at or from home,837
E07000038,37,46564,"Underground, metro, light rail, tram",838
E07000038,147,46564,Train,839
E07000038,1183,46564,"Bus, minibus or coach",840
E07000038,196,46564,Taxi,841
E07000038,201,46564,"Motorcycle, scooter or moped",842
E07000038,28298,46564,Driving a car or van,843
E07000038,2008,46564,Passenger in a car or van,844
E07000038,297,46564,Bicycle,845
E07000038,2244,46564,On foot,846
E07000038,377,46564,Other method of travel to work,847
E07000039,14903,53904,Work mainly at or from home,848
E07000039,25,53904,"Underground, metro, light rail, tram",849
E07000039,127,53904,Train,850
E07000039,685,53904,"Bus, minibus or coach",851
E07000039,312,53904,Taxi,852
E07000039,275,53904,"Motorcycle, scooter or moped",853
E07000039,32062,53904,Driving a car or van,854
E07000039,2064,53904,Passenger in a car or van,855
E07000039,485,53904,Bicycle,856
E07000039,2555,53904,On foot,857
E07000039,411,53904,Other method of travel to work,858
E07000040,19757,66728,Work mainly at or from home,859
E07000040,26,66728,"Underground, metro, light rail, tram",860
E07000040,540,66728,Train,861
E07000040,1159,66728,"Bus, minibus or coach",862
E07000040,113,66728,Taxi,863
E07000040,441,66728,"Motorcycle, scooter or moped",864
E07000040,34839,66728,Driving a car or van,865
E07000040,2149,66728,Passenger in a car or van,866
E07000040,1177,66728,Bicycle,867
E07000040,5856,66728,On foot,868
E07000040,671,66728,Other method of travel to work,869
E07000041,18285,59699,Work mainly at or from home,870
E07000041,35,59699,"Underground, metro, light rail, tram",871
E07000041,528,59699,Train,872
E07000041,2838,59699,"Bus, minibus or coach",873
E07000041,208,59699,Taxi,874
E07000041,472,59699,"Motorcycle, scooter or moped",875
E07000041,22190,59699,Driving a car or van,876
E07000041,2176,59699,Passenger in a car or van,877
E07000041,2821,59699,Bicycle,878
E07000041,9603,59699,On foot,879
E07000041,543,59699,Other method of travel to work,880
E07000042,11963,40282,Work mainly at or from home,881
E07000042,10,40282,"Underground, metro, light rail, tram",882
E07000042,139,40282,Train,883
E07000042,579,40282,"Bus, minibus or coach",884
E07000042,64,40282,Taxi,885
E07000042,194,40282,"Motorcycle, scooter or moped",886
E07000042,21306,40282,Driving a car or van,887
E07000042,1558,40282,Passenger in a car or van,888
E07000042,476,40282,Bicycle,889
E07000042,3605,40282,On foot,890
E07000042,388,40282,Other method of travel to work,891
E07000043,10957,45163,Work mainly at or from home,892
E07000043,16,45163,"Underground, metro, light rail, tram",893
E07000043,71,45163,Train,894
E07000043,977,45163,"Bus, minibus or coach",895
E07000043,119,45163,Taxi,896
E07000043,268,45163,"Motorcycle, scooter or moped",897
E07000043,23589,45163,Driving a car or van,898
E07000043,1807,45163,Passenger in a car or van,899
E07000043,1098,45163,Bicycle,900
E07000043,5834,45163,On foot,901
E07000043,427,45163,Other method of travel to work,902
E07000044,13451,40587,Work mainly at or from home,903
E07000044,28,40587,"Underground, metro, light rail, tram",904
E07000044,137,40587,Train,905
E07000044,491,40587,"Bus, minibus or coach",906
E07000044,59,40587,Taxi,907
E07000044,299,40587,"Motorcycle, scooter or moped",908
E07000044,20416,40587,Driving a car or van,909
E07000044,1183,40587,Passenger in a car or van,910
E07000044,412,40587,Bicycle,911
E07000044,3601,40587,On foot,912
E07000044,510,40587,Other method of travel to work,913
E07000045,17497,62138,Work mainly at or from home,914
E07000045,22,62138,"Underground, metro, light rail, tram",915
E07000045,612,62138,Train,916
E07000045,1059,62138,"Bus, minibus or coach",917
E07000045,121,62138,Taxi,918
E07000045,432,62138,"Motorcycle, scooter or moped",919
E07000045,33785,62138,Driving a car or van,920
E07000045,2228,62138,Passenger in a car or van,921
E07000045,779,62138,Bicycle,922
E07000045,5013,62138,On foot,923
E07000045,590,62138,Other method of travel to work,924
E07000046,7776,30051,Work mainly at or from home,925
E07000046,7,30051,"Underground, metro, light rail, tram",926
E07000046,45,30051,Train,927
E07000046,604,30051,"Bus, minibus or coach",928
E07000046,68,30051,Taxi,929
E07000046,152,30051,"Motorcycle, scooter or moped",930
E07000046,16989,30051,Driving a car or van,931
E07000046,1174,30051,Passenger in a car or van,932
E07000046,217,30051,Bicycle,933
E07000046,2746,30051,On foot,934
E07000046,273,30051,Other method of travel to work,935
E07000047,7973,25384,Work mainly at or from home,936
E07000047,11,25384,"Underground, metro, light rail, tram",937
E07000047,56,25384,Train,938
E07000047,284,25384,"Bus, minibus or coach",939
E07000047,38,25384,Taxi,940
E07000047,126,25384,"Motorcycle, scooter or moped",941
E07000047,13172,25384,Driving a car or van,942
E07000047,829,25384,Passenger in a car or van,943
E07000047,235,25384,Bicycle,944
E07000047,2353,25384,On foot,945
E07000047,307,25384,Other method of travel to work,946
E07000061,10125,43831,Work mainly at or from home,947
E07000061,53,43831,"Underground, metro, light rail, tram",948
E07000061,1195,43831,Train,949
E07000061,1506,43831,"Bus, minibus or coach",950
E07000061,418,43831,Taxi,951
E07000061,229,43831,"Motorcycle, scooter or moped",952
E07000061,21483,43831,Driving a car or van,953
E07000061,1989,43831,Passenger in a car or van,954
E07000061,1047,43831,Bicycle,955
E07000061,5285,43831,On foot,956
E07000061,501,43831,Other method of travel to work,957
E07000062,10943,40900,Work mainly at or from home,958
E07000062,44,40900,"Underground, metro, light rail, tram",959
E07000062,1068,40900,Train,960
E07000062,1170,40900,"Bus, minibus or coach",961
E07000062,651,40900,Taxi,962
E07000062,294,40900,"Motorcycle, scooter or moped",963
E07000062,18992,40900,Driving a car or van,964
E07000062,2184,40900,Passenger in a car or van,965
E07000062,536,40900,Bicycle,966
E07000062,4495,40900,On foot,967
E07000062,523,40900,Other method of travel to work,968
E07000063,15713,44507,Work mainly at or from home,969
E07000063,37,44507,"Underground, metro, light rail, tram",970
E07000063,1028,44507,Train,971
E07000063,2038,44507,"Bus, minibus or coach",972
E07000063,99,44507,Taxi,973
E07000063,235,44507,"Motorcycle, scooter or moped",974
E07000063,19656,44507,Driving a car or van,975
E07000063,1322,44507,Passenger in a car or van,976
E07000063,603,44507,Bicycle,977
E07000063,3350,44507,On foot,978
E07000063,426,44507,Other method of travel to work,979
E07000064,12306,37932,Work mainly at or from home,980
E07000064,31,37932,"Underground, metro, light rail, tram",981
E07000064,872,37932,Train,982
E07000064,332,37932,"Bus, minibus or coach",983
E07000064,131,37932,Taxi,984
E07000064,200,37932,"Motorcycle, scooter or moped",985
E07000064,19187,37932,Driving a car or van,986
E07000064,1311,37932,Passenger in a car or van,987
E07000064,345,37932,Bicycle,988
E07000064,2800,37932,On foot,989
E07000064,417,37932,Other method of travel to work,990
E07000065,26043,74542,Work mainly at or from home,991
E07000065,49,74542,"Underground, metro, light rail, tram",992
E07000065,1255,74542,Train,993
E07000065,696,74542,"Bus, minibus or coach",994
E07000065,150,74542,Taxi,995
E07000065,253,74542,"Motorcycle, scooter or moped",996
E07000065,38611,74542,Driving a car or van,997
E07000065,2319,74542,Passenger in a car or van,998
E07000065,530,74542,Bicycle,999
E07000065,3989,74542,On foot,1000
E07000065,647,74542,Other method of travel to work,1001
E07000066,27225,89013,Work mainly at or from home,1002
E07000066,707,89013,"Underground, metro, light rail, tram",1003
E07000066,4967,89013,Train,1004
E07000066,1846,89013,"Bus, minibus or coach",1005
E07000066,802,89013,Taxi,1006
E07000066,386,89013,"Motorcycle, scooter or moped",1007
E07000066,41731,89013,Driving a car or van,1008
E07000066,3818,89013,Passenger in a car or van,1009
E07000066,1057,89013,Bicycle,1010
E07000066,5498,89013,On foot,1011
E07000066,976,89013,Other method of travel to work,1012
E07000067,21933,76285,Work mainly at or from home,1013
E07000067,137,76285,"Underground, metro, light rail, tram",1014
E07000067,1698,76285,Train,1015
E07000067,847,76285,"Bus, minibus or coach",1016
E07000067,224,76285,Taxi,1017
E07000067,295,76285,"Motorcycle, scooter or moped",1018
E07000067,41638,76285,Driving a car or van,1019
E07000067,2798,76285,Passenger in a car or van,1020
E07000067,792,76285,Bicycle,1021
E07000067,5241,76285,On foot,1022
E07000067,682,76285,Other method of travel to work,1023
E07000068,16784,37901,Work mainly at or from home,1024
E07000068,539,37901,"Underground, metro, light rail, tram",1025
E07000068,2471,37901,Train,1026
E07000068,370,37901,"Bus, minibus or coach",1027
E07000068,178,37901,Taxi,1028
E07000068,131,37901,"Motorcycle, scooter or moped",1029
E07000068,14189,37901,Driving a car or van,1030
E07000068,867,37901,Passenger in a car or van,1031
E07000068,178,37901,Bicycle,1032
E07000068,1815,37901,On foot,1033
E07000068,379,37901,Other method of travel to work,1034
E07000069,11672,41010,Work mainly at or from home,1035
E07000069,122,41010,"Underground, metro, light rail, tram",1036
E07000069,1839,41010,Train,1037
E07000069,808,41010,"Bus, minibus or coach",1038
E07000069,165,41010,Taxi,1039
E07000069,203,41010,"Motorcycle, scooter or moped",1040
E07000069,21646,41010,Driving a car or van,1041
E07000069,1536,41010,Passenger in a car or van,1042
E07000069,422,41010,Bicycle,1043
E07000069,2142,41010,On foot,1044
E07000069,455,41010,Other method of travel to work,1045
E07000070,34522,89863,Work mainly at or from home,1046
E07000070,256,89863,"Underground, metro, light rail, tram",1047
E07000070,2911,89863,Train,1048
E07000070,2034,89863,"Bus, minibus or coach",1049
E07000070,204,89863,Taxi,1050
E07000070,341,89863,"Motorcycle, scooter or moped",1051
E07000070,38282,89863,Driving a car or van,1052
E07000070,2574,89863,Passenger in a car or van,1053
E07000070,1725,89863,Bicycle,1054
E07000070,6231,89863,On foot,1055
E07000070,783,89863,Other method of travel to work,1056
E07000071,28165,92016,Work mainly at or from home,1057
E07000071,121,92016,"Underground, metro, light rail, tram",1058
E07000071,2069,92016,Train,1059
E07000071,2706,92016,"Bus, minibus or coach",1060
E07000071,437,92016,Taxi,1061
E07000071,456,92016,"Motorcycle, scooter or moped",1062
E07000071,43618,92016,Driving a car or van,1063
E07000071,3329,92016,Passenger in a car or van,1064
E07000071,2274,92016,Bicycle,1065
E07000071,8004,92016,On foot,1066
E07000071,837,92016,Other method of travel to work,1067
E07000072,25171,65794,Work mainly at or from home,1068
E07000072,4744,65794,"Underground, metro, light rail, tram",1069
E07000072,1538,65794,Train,1070
E07000072,853,65794,"Bus, minibus or coach",1071
E07000072,467,65794,Taxi,1072
E07000072,297,65794,"Motorcycle, scooter or moped",1073
E07000072,27015,65794,Driving a car or van,1074
E07000072,1723,65794,Passenger in a car or van,1075
E07000072,403,65794,Bicycle,1076
E07000072,2805,65794,On foot,1077
E07000072,778,65794,Other method of travel to work,1078
E07000073,9631,45981,Work mainly at or from home,1079
E07000073,753,45981,"Underground, metro, light rail, tram",1080
E07000073,979,45981,Train,1081
E07000073,1108,45981,"Bus, minibus or coach",1082
E07000073,548,45981,Taxi,1083
E07000073,262,45981,"Motorcycle, scooter or moped",1084
E07000073,24427,45981,Driving a car or van,1085
E07000073,2508,45981,Passenger in a car or van,1086
E07000073,985,45981,Bicycle,1087
E07000073,4245,45981,On foot,1088
E07000073,535,45981,Other method of travel to work,1089
E07000074,9789,31257,Work mainly at or from home,1090
E07000074,55,31257,"Underground, metro, light rail, tram",1091
E07000074,638,31257,Train,1092
E07000074,244,31257,"Bus, minibus or coach",1093
E07000074,57,31257,Taxi,1094
E07000074,111,31257,"Motorcycle, scooter or moped",1095
E07000074,16866,31257,Driving a car or van,1096
E07000074,998,31257,Passenger in a car or van,1097
E07000074,292,31257,Bicycle,1098
E07000074,1898,31257,On foot,1099
E07000074,309,31257,Other method of travel to work,1100
E07000075,14659,40661,Work mainly at or from home,1101
E07000075,60,40661,"Underground, metro, light rail, tram",1102
E07000075,1877,40661,Train,1103
E07000075,565,40661,"Bus, minibus or coach",1104
E07000075,116,40661,Taxi,1105
E07000075,166,40661,"Motorcycle, scooter or moped",1106
E07000075,19583,40661,Driving a car or van,1107
E07000075,1200,40661,Passenger in a car or van,1108
E07000075,278,40661,Bicycle,1109
E07000075,1752,40661,On foot,1110
E07000075,405,40661,Other method of travel to work,1111
E07000076,13322,58281,Work mainly at or from home,1112
E07000076,77,58281,"Underground, metro, light rail, tram",1113
E07000076,1090,58281,Train,1114
E07000076,642,58281,"Bus, minibus or coach",1115
E07000076,288,58281,Taxi,1116
E07000076,309,58281,"Motorcycle, scooter or moped",1117
E07000076,33570,58281,Driving a car or van,1118
E07000076,2432,58281,Passenger in a car or van,1119
E07000076,1018,58281,Bicycle,1120
E07000076,4895,58281,On foot,1121
E07000076,638,58281,Other method of travel to work,1122
E07000077,18011,45740,Work mainly at or from home,1123
E07000077,125,45740,"Underground, metro, light rail, tram",1124
E07000077,991,45740,Train,1125
E07000077,294,45740,"Bus, minibus or coach",1126
E07000077,89,45740,Taxi,1127
E07000077,127,45740,"Motorcycle, scooter or moped",1128
E07000077,21785,45740,Driving a car or van,1129
E07000077,1131,45740,Passenger in a car or van,1130
E07000077,319,45740,Bicycle,1131
E07000077,2453,45740,On foot,1132
E07000077,415,45740,Other method of travel to work,1133
E07000078,21711,59158,Work mainly at or from home,1134
E07000078,25,59158,"Underground, metro, light rail, tram",1135
E07000078,249,59158,Train,1136
E07000078,1717,59158,"Bus, minibus or coach",1137
E07000078,118,59158,Taxi,1138
E07000078,235,59158,"Motorcycle, scooter or moped",1139
E07000078,22959,59158,Driving a car or van,1140
E07000078,1980,59158,Passenger in a car or van,1141
E07000078,2372,59158,Bicycle,1142
E07000078,7320,59158,On foot,1143
E07000078,472,59158,Other method of travel to work,1144
E07000079,17228,44079,Work mainly at or from home,1145
E07000079,40,44079,"Underground, metro, light rail, tram",1146
E07000079,157,44079,Train,1147
E07000079,217,44079,"Bus, minibus or coach",1148
E07000079,41,44079,Taxi,1149
E07000079,149,44079,"Motorcycle, scooter or moped",1150
E07000079,20099,44079,Driving a car or van,1151
E07000079,1377,44079,Passenger in a car or van,1152
E07000079,529,44079,Bicycle,1153
E07000079,3838,44079,On foot,1154
E07000079,404,44079,Other method of travel to work,1155
E07000080,11230,39989,Work mainly at or from home,1156
E07000080,10,39989,"Underground, metro, light rail, tram",1157
E07000080,95,39989,Train,1158
E07000080,489,39989,"Bus, minibus or coach",1159
E07000080,34,39989,Taxi,1160
E07000080,201,39989,"Motorcycle, scooter or moped",1161
E07000080,23378,39989,Driving a car or van,1162
E07000080,1640,39989,Passenger in a car or van,1163
E07000080,286,39989,Bicycle,1164
E07000080,2285,39989,On foot,1165
E07000080,341,39989,Other method of travel to work,1166
E07000081,15908,65621,Work mainly at or from home,1167
E07000081,24,65621,"Underground, metro, light rail, tram",1168
E07000081,215,65621,Train,1169
E07000081,2786,65621,"Bus, minibus or coach",1170
E07000081,194,65621,Taxi,1171
E07000081,418,65621,"Motorcycle, scooter or moped",1172
E07000081,34341,65621,Driving a car or van,1173
E07000081,3161,65621,Passenger in a car or van,1174
E07000081,2174,65621,Bicycle,1175
E07000081,5909,65621,On foot,1176
E07000081,491,65621,Other method of travel to work,1177
E07000082,20942,59919,Work mainly at or from home,1178
E07000082,25,59919,"Underground, metro, light rail, tram",1179
E07000082,176,59919,Train,1180
E07000082,664,59919,"Bus, minibus or coach",1181
E07000082,66,59919,Taxi,1182
E07000082,290,59919,"Motorcycle, scooter or moped",1183
E07000082,30820,59919,Driving a car or van,1184
E07000082,1960,59919,Passenger in a car or van,1185
E07000082,860,59919,Bicycle,1186
E07000082,3657,59919,On foot,1187
E07000082,459,59919,Other method of travel to work,1188
E07000083,15532,46522,Work mainly at or from home,1189
E07000083,21,46522,"Underground, metro, light rail, tram",1190
E07000083,79,46522,Train,1191
E07000083,1034,46522,"Bus, minibus or coach",1192
E07000083,43,46522,Taxi,1193
E07000083,206,46522,"Motorcycle, scooter or moped",1194
E07000083,24174,46522,Driving a car or van,1195
E07000083,1520,46522,Passenger in a car or van,1196
E07000083,1088,46522,Bicycle,1197
E07000083,2489,46522,On foot,1198
E07000083,336,46522,Other method of travel to work,1199
E07000084,38057,96973,Work mainly at or from home,1200
E07000084,58,96973,"Underground, metro, light rail, tram",1201
E07000084,1396,96973,Train,1202
E07000084,2156,96973,"Bus, minibus or coach",1203
E07000084,367,96973,Taxi,1204
E07000084,358,96973,"Motorcycle, scooter or moped",1205
E07000084,41928,96973,Driving a car or van,1206
E07000084,3447,96973,Passenger in a car or van,1207
E07000084,1394,96973,Bicycle,1208
E07000084,7036,96973,On foot,1209
E07000084,776,96973,Other method of travel to work,1210
E07000085,23141,61731,Work mainly at or from home,1211
E07000085,42,61731,"Underground, metro, light rail, tram",1212
E07000085,707,61731,Train,1213
E07000085,417,61731,"Bus, minibus or coach",1214
E07000085,99,61731,Taxi,1215
E07000085,235,61731,"Motorcycle, scooter or moped",1216
E07000085,30391,61731,Driving a car or van,1217
E07000085,1968,61731,Passenger in a car or van,1218
E07000085,487,61731,Bicycle,1219
E07000085,3710,61731,On foot,1220
E07000085,534,61731,Other method of travel to work,1221
E07000086,23893,69516,Work mainly at or from home,1222
E07000086,41,69516,"Underground, metro, light rail, tram",1223
E07000086,853,69516,Train,1224
E07000086,829,69516,"Bus, minibus or coach",1225
E07000086,189,69516,Taxi,1226
E07000086,421,69516,"Motorcycle, scooter or moped",1227
E07000086,35345,69516,Driving a car or van,1228
E07000086,2351,69516,Passenger in a car or van,1229
E07000086,1148,69516,Bicycle,1230
E07000086,3829,69516,On foot,1231
E07000086,617,69516,Other method of travel to work,1232
E07000087,19206,55632,Work mainly at or from home,1233
E07000087,32,55632,"Underground, metro, light rail, tram",1234
E07000087,599,55632,Train,1235
E07000087,501,55632,"Bus, minibus or coach",1236
E07000087,179,55632,Taxi,1237
E07000087,333,55632,"Motorcycle, scooter or moped",1238
E07000087,28382,55632,Driving a car or van,1239
E07000087,1744,55632,Passenger in a car or van,1240
E07000087,1200,55632,Bicycle,1241
E07000087,2838,55632,On foot,1242
E07000087,618,55632,Other method of travel to work,1243
E07000088,8865,38483,Work mainly at or from home,1244
E07000088,23,38483,"Underground, metro, light rail, tram",1245
E07000088,208,38483,Train,1246
E07000088,1128,38483,"Bus, minibus or coach",1247
E07000088,223,38483,Taxi,1248
E07000088,486,38483,"Motorcycle, scooter or moped",1249
E07000088,20010,38483,Driving a car or van,1250
E07000088,1575,38483,Passenger in a car or van,1251
E07000088,2433,38483,Bicycle,1252
E07000088,2876,38483,On foot,1253
E07000088,656,38483,Other method of travel to work,1254
E07000089,22579,50445,Work mainly at or from home,1255
E07000089,46,50445,"Underground, metro, light rail, tram",1256
E07000089,665,50445,Train,1257
E07000089,227,50445,"Bus, minibus or coach",1258
E07000089,68,50445,Taxi,1259
E07000089,187,50445,"Motorcycle, scooter or moped",1260
E07000089,21942,50445,Driving a car or van,1261
E07000089,1194,50445,Passenger in a car or van,1262
E07000089,589,50445,Bicycle,1263
E07000089,2535,50445,On foot,1264
E07000089,413,50445,Other method of travel to work,1265
E07000090,14413,56368,Work mainly at or from home,1266
E07000090,18,56368,"Underground, metro, light rail, tram",1267
E07000090,624,56368,Train,1268
E07000090,1555,56368,"Bus, minibus or coach",1269
E07000090,408,56368,Taxi,1270
E07000090,406,56368,"Motorcycle, scooter or moped",1271
E07000090,31164,56368,Driving a car or van,1272
E07000090,2827,56368,Passenger in a car or van,1273
E07000090,1181,56368,Bicycle,1274
E07000090,3215,56368,On foot,1275
E07000090,557,56368,Other method of travel to work,1276
E07000091,23960,78702,Work mainly at or from home,1277
E07000091,28,78702,"Underground, metro, light rail, tram",1278
E07000091,448,78702,Train,1279
E07000091,709,78702,"Bus, minibus or coach",1280
E07000091,140,78702,Taxi,1281
E07000091,405,78702,"Motorcycle, scooter or moped",1282
E07000091,42845,78702,Driving a car or van,1283
E07000091,2761,78702,Passenger in a car or van,1284
E07000091,1794,78702,Bicycle,1285
E07000091,4767,78702,On foot,1286
E07000091,845,78702,Other method of travel to work,1287
E07000092,15301,53018,Work mainly at or from home,1288
E07000092,47,53018,"Underground, metro, light rail, tram",1289
E07000092,1217,53018,Train,1290
E07000092,1526,53018,"Bus, minibus or coach",1291
E07000092,155,53018,Taxi,1292
E07000092,293,53018,"Motorcycle, scooter or moped",1293
