geography,count,total,student,employment,employmentType,fullTime,id
E07000064,3,79489,active and a full-time student,In employment,Self-employed with employees,NA,2688
E07000064,3,79489,active and a full-time student,In employment,Self-employed with employees,Part,2689
E07000064,0,79489,active and a full-time student,In employment,Self-employed with employees,Full,2690
E07000064,52,79489,active and a full-time student,In employment,Self-employed without employees,NA,2691
E07000064,47,79489,active and a full-time student,In employment,Self-employed without employees,Part,2692
E07000064,5,79489,active and a full-time student,In employment,Self-employed without employees,Full,2693
E07000064,241,79489,active and a full-time student,Unemployed,NA,NA,2694
E07000064,39575,79489,inactive,NA,NA,NA,2695
E07000064,28552,79489,inactive,Retired,NA,NA,2696
E07000064,2490,79489,inactive,Student,NA,NA,2697
E07000064,3302,79489,inactive,Looking after home or family,NA,NA,2698
E07000064,3163,79489,inactive,Long-term sick or disabled,NA,NA,2699
E07000064,2068,79489,inactive,Other,NA,NA,2700
E07000065,75662,133648,active (excluding full-time students),NA,NA,NA,2701
E07000065,73127,133648,active (excluding full-time students),In employment,NA,NA,2702
E07000065,54322,133648,active (excluding full-time students),In employment,Employee,NA,2703
E07000065,15970,133648,active (excluding full-time students),In employment,Employee,Part,2704
E07000065,38352,133648,active (excluding full-time students),In employment,Employee,Full,2705
E07000065,2602,133648,active (excluding full-time students),In employment,Self-employed with employees,NA,2706
E07000065,571,133648,active (excluding full-time students),In employment,Self-employed with employees,Part,2707
E07000065,2031,133648,active (excluding full-time students),In employment,Self-employed with employees,Full,2708
E07000065,16203,133648,active (excluding full-time students),In employment,Self-employed without employees,NA,2709
E07000065,7678,133648,active (excluding full-time students),In employment,Self-employed without employees,Part,2710
E07000065,8525,133648,active (excluding full-time students),In employment,Self-employed without employees,Full,2711
E07000065,2535,133648,active (excluding full-time students),Unemployed,NA,NA,2712
E07000065,1842,133648,active and a full-time student,NA,NA,NA,2713
E07000065,1416,133648,active and a full-time student,In employment,NA,NA,2714
E07000065,1319,133648,active and a full-time student,In employment,Employee,NA,2715
E07000065,1152,133648,active and a full-time student,In employment,Employee,Part,2716
E07000065,167,133648,active and a full-time student,In employment,Employee,Full,2717
E07000065,12,133648,active and a full-time student,In employment,Self-employed with employees,NA,2718
E07000065,7,133648,active and a full-time student,In employment,Self-employed with employees,Part,2719
E07000065,5,133648,active and a full-time student,In employment,Self-employed with employees,Full,2720
E07000065,85,133648,active and a full-time student,In employment,Self-employed without employees,NA,2721
E07000065,69,133648,active and a full-time student,In employment,Self-employed without employees,Part,2722
E07000065,16,133648,active and a full-time student,In employment,Self-employed without employees,Full,2723
E07000065,426,133648,active and a full-time student,Unemployed,NA,NA,2724
E07000065,56144,133648,inactive,NA,NA,NA,2725
E07000065,39413,133648,inactive,Retired,NA,NA,2726
E07000065,4469,133648,inactive,Student,NA,NA,2727
E07000065,5490,133648,inactive,Looking after home or family,NA,NA,2728
E07000065,3752,133648,inactive,Long-term sick or disabled,NA,NA,2729
E07000065,3020,133648,inactive,Other,NA,NA,2730
E07000066,91388,148662,active (excluding full-time students),NA,NA,NA,2731
E07000066,87012,148662,active (excluding full-time students),In employment,NA,NA,2732
E07000066,72392,148662,active (excluding full-time students),In employment,Employee,NA,2733
E07000066,18286,148662,active (excluding full-time students),In employment,Employee,Part,2734
E07000066,54106,148662,active (excluding full-time students),In employment,Employee,Full,2735
E07000066,2115,148662,active (excluding full-time students),In employment,Self-employed with employees,NA,2736
E07000066,443,148662,active (excluding full-time students),In employment,Self-employed with employees,Part,2737
E07000066,1672,148662,active (excluding full-time students),In employment,Self-employed with employees,Full,2738
E07000066,12505,148662,active (excluding full-time students),In employment,Self-employed without employees,NA,2739
E07000066,4748,148662,active (excluding full-time students),In employment,Self-employed without employees,Part,2740
E07000066,7757,148662,active (excluding full-time students),In employment,Self-employed without employees,Full,2741
E07000066,4376,148662,active (excluding full-time students),Unemployed,NA,NA,2742
E07000066,2583,148662,active and a full-time student,NA,NA,NA,2743
E07000066,1998,148662,active and a full-time student,In employment,NA,NA,2744
E07000066,1832,148662,active and a full-time student,In employment,Employee,NA,2745
E07000066,1450,148662,active and a full-time student,In employment,Employee,Part,2746
E07000066,382,148662,active and a full-time student,In employment,Employee,Full,2747
E07000066,23,148662,active and a full-time student,In employment,Self-employed with employees,NA,2748
E07000066,14,148662,active and a full-time student,In employment,Self-employed with employees,Part,2749
E07000066,9,148662,active and a full-time student,In employment,Self-employed with employees,Full,2750
E07000066,143,148662,active and a full-time student,In employment,Self-employed without employees,NA,2751
E07000066,93,148662,active and a full-time student,In employment,Self-employed without employees,Part,2752
E07000066,50,148662,active and a full-time student,In employment,Self-employed without employees,Full,2753
E07000066,585,148662,active and a full-time student,Unemployed,NA,NA,2754
E07000066,54691,148662,inactive,NA,NA,NA,2755
E07000066,30890,148662,inactive,Retired,NA,NA,2756
E07000066,5341,148662,inactive,Student,NA,NA,2757
E07000066,8233,148662,inactive,Looking after home or family,NA,NA,2758
E07000066,5872,148662,inactive,Long-term sick or disabled,NA,NA,2759
E07000066,4355,148662,inactive,Other,NA,NA,2760
E07000067,77809,126567,active (excluding full-time students),NA,NA,NA,2761
E07000067,74782,126567,active (excluding full-time students),In employment,NA,NA,2762
E07000067,61375,126567,active (excluding full-time students),In employment,Employee,NA,2763
E07000067,16403,126567,active (excluding full-time students),In employment,Employee,Part,2764
E07000067,44972,126567,active (excluding full-time students),In employment,Employee,Full,2765
E07000067,1855,126567,active (excluding full-time students),In employment,Self-employed with employees,NA,2766
E07000067,431,126567,active (excluding full-time students),In employment,Self-employed with employees,Part,2767
E07000067,1424,126567,active (excluding full-time students),In employment,Self-employed with employees,Full,2768
E07000067,11552,126567,active (excluding full-time students),In employment,Self-employed without employees,NA,2769
E07000067,4856,126567,active (excluding full-time students),In employment,Self-employed without employees,Part,2770
E07000067,6696,126567,active (excluding full-time students),In employment,Self-employed without employees,Full,2771
E07000067,3027,126567,active (excluding full-time students),Unemployed,NA,NA,2772
E07000067,2025,126567,active and a full-time student,NA,NA,NA,2773
E07000067,1500,126567,active and a full-time student,In employment,NA,NA,2774
E07000067,1435,126567,active and a full-time student,In employment,Employee,NA,2775
E07000067,1230,126567,active and a full-time student,In employment,Employee,Part,2776
E07000067,205,126567,active and a full-time student,In employment,Employee,Full,2777
E07000067,9,126567,active and a full-time student,In employment,Self-employed with employees,NA,2778
E07000067,9,126567,active and a full-time student,In employment,Self-employed with employees,Part,2779
E07000067,0,126567,active and a full-time student,In employment,Self-employed with employees,Full,2780
E07000067,56,126567,active and a full-time student,In employment,Self-employed without employees,NA,2781
E07000067,36,126567,active and a full-time student,In employment,Self-employed without employees,Part,2782
E07000067,20,126567,active and a full-time student,In employment,Self-employed without employees,Full,2783
E07000067,525,126567,active and a full-time student,Unemployed,NA,NA,2784
E07000067,46733,126567,inactive,NA,NA,NA,2785
E07000067,29817,126567,inactive,Retired,NA,NA,2786
E07000067,3951,126567,inactive,Student,NA,NA,2787
E07000067,5612,126567,inactive,Looking after home or family,NA,NA,2788
E07000067,4136,126567,inactive,Long-term sick or disabled,NA,NA,2789
E07000067,3217,126567,inactive,Other,NA,NA,2790
E07000068,38687,62866,active (excluding full-time students),NA,NA,NA,2791
E07000068,37266,62866,active (excluding full-time students),In employment,NA,NA,2792
E07000068,29820,62866,active (excluding full-time students),In employment,Employee,NA,2793
E07000068,6885,62866,active (excluding full-time students),In employment,Employee,Part,2794
E07000068,22935,62866,active (excluding full-time students),In employment,Employee,Full,2795
E07000068,1321,62866,active (excluding full-time students),In employment,Self-employed with employees,NA,2796
E07000068,291,62866,active (excluding full-time students),In employment,Self-employed with employees,Part,2797
E07000068,1030,62866,active (excluding full-time students),In employment,Self-employed with employees,Full,2798
E07000068,6125,62866,active (excluding full-time students),In employment,Self-employed without employees,NA,2799
E07000068,2700,62866,active (excluding full-time students),In employment,Self-employed without employees,Part,2800
E07000068,3425,62866,active (excluding full-time students),In employment,Self-employed without employees,Full,2801
E07000068,1421,62866,active (excluding full-time students),Unemployed,NA,NA,2802
E07000068,819,62866,active and a full-time student,NA,NA,NA,2803
E07000068,634,62866,active and a full-time student,In employment,NA,NA,2804
E07000068,586,62866,active and a full-time student,In employment,Employee,NA,2805
E07000068,476,62866,active and a full-time student,In employment,Employee,Part,2806
E07000068,110,62866,active and a full-time student,In employment,Employee,Full,2807
E07000068,0,62866,active and a full-time student,In employment,Self-employed with employees,NA,2808
E07000068,0,62866,active and a full-time student,In employment,Self-employed with employees,Part,2809
E07000068,0,62866,active and a full-time student,In employment,Self-employed with employees,Full,2810
E07000068,48,62866,active and a full-time student,In employment,Self-employed without employees,NA,2811
E07000068,36,62866,active and a full-time student,In employment,Self-employed without employees,Part,2812
E07000068,12,62866,active and a full-time student,In employment,Self-employed without employees,Full,2813
E07000068,185,62866,active and a full-time student,Unemployed,NA,NA,2814
E07000068,23360,62866,inactive,NA,NA,NA,2815
E07000068,14925,62866,inactive,Retired,NA,NA,2816
E07000068,2354,62866,inactive,Student,NA,NA,2817
E07000068,3090,62866,inactive,Looking after home or family,NA,NA,2818
E07000068,1440,62866,inactive,Long-term sick or disabled,NA,NA,2819
E07000068,1551,62866,inactive,Other,NA,NA,2820
E07000069,41813,74405,active (excluding full-time students),NA,NA,NA,2821
E07000069,40177,74405,active (excluding full-time students),In employment,NA,NA,2822
E07000069,32569,74405,active (excluding full-time students),In employment,Employee,NA,2823
E07000069,9156,74405,active (excluding full-time students),In employment,Employee,Part,2824
E07000069,23413,74405,active (excluding full-time students),In employment,Employee,Full,2825
E07000069,1063,74405,active (excluding full-time students),In employment,Self-employed with employees,NA,2826
E07000069,240,74405,active (excluding full-time students),In employment,Self-employed with employees,Part,2827
E07000069,823,74405,active (excluding full-time students),In employment,Self-employed with employees,Full,2828
E07000069,6545,74405,active (excluding full-time students),In employment,Self-employed without employees,NA,2829
E07000069,2573,74405,active (excluding full-time students),In employment,Self-employed without employees,Part,2830
E07000069,3972,74405,active (excluding full-time students),In employment,Self-employed without employees,Full,2831
E07000069,1636,74405,active (excluding full-time students),Unemployed,NA,NA,2832
E07000069,1091,74405,active and a full-time student,NA,NA,NA,2833
E07000069,825,74405,active and a full-time student,In employment,NA,NA,2834
E07000069,782,74405,active and a full-time student,In employment,Employee,NA,2835
E07000069,669,74405,active and a full-time student,In employment,Employee,Part,2836
E07000069,113,74405,active and a full-time student,In employment,Employee,Full,2837
E07000069,5,74405,active and a full-time student,In employment,Self-employed with employees,NA,2838
E07000069,1,74405,active and a full-time student,In employment,Self-employed with employees,Part,2839
E07000069,4,74405,active and a full-time student,In employment,Self-employed with employees,Full,2840
E07000069,38,74405,active and a full-time student,In employment,Self-employed without employees,NA,2841
E07000069,27,74405,active and a full-time student,In employment,Self-employed without employees,Part,2842
E07000069,11,74405,active and a full-time student,In employment,Self-employed without employees,Full,2843
E07000069,266,74405,active and a full-time student,Unemployed,NA,NA,2844
E07000069,31501,74405,inactive,NA,NA,NA,2845
E07000069,21679,74405,inactive,Retired,NA,NA,2846
E07000069,2188,74405,inactive,Student,NA,NA,2847
E07000069,3405,74405,inactive,Looking after home or family,NA,NA,2848
E07000069,2455,74405,inactive,Long-term sick or disabled,NA,NA,2849
E07000069,1774,74405,inactive,Other,NA,NA,2850
E07000070,90993,147737,active (excluding full-time students),NA,NA,NA,2851
E07000070,87670,147737,active (excluding full-time students),In employment,NA,NA,2852
E07000070,72810,147737,active (excluding full-time students),In employment,Employee,NA,2853
E07000070,18105,147737,active (excluding full-time students),In employment,Employee,Part,2854
E07000070,54705,147737,active (excluding full-time students),In employment,Employee,Full,2855
E07000070,2338,147737,active (excluding full-time students),In employment,Self-employed with employees,NA,2856
E07000070,489,147737,active (excluding full-time students),In employment,Self-employed with employees,Part,2857
E07000070,1849,147737,active (excluding full-time students),In employment,Self-employed with employees,Full,2858
E07000070,12522,147737,active (excluding full-time students),In employment,Self-employed without employees,NA,2859
E07000070,5413,147737,active (excluding full-time students),In employment,Self-employed without employees,Part,2860
E07000070,7109,147737,active (excluding full-time students),In employment,Self-employed without employees,Full,2861
E07000070,3323,147737,active (excluding full-time students),Unemployed,NA,NA,2862
E07000070,2851,147737,active and a full-time student,NA,NA,NA,2863
E07000070,2191,147737,active and a full-time student,In employment,NA,NA,2864
E07000070,2065,147737,active and a full-time student,In employment,Employee,NA,2865
E07000070,1742,147737,active and a full-time student,In employment,Employee,Part,2866
E07000070,323,147737,active and a full-time student,In employment,Employee,Full,2867
E07000070,10,147737,active and a full-time student,In employment,Self-employed with employees,NA,2868
E07000070,3,147737,active and a full-time student,In employment,Self-employed with employees,Part,2869
E07000070,7,147737,active and a full-time student,In employment,Self-employed with employees,Full,2870
E07000070,116,147737,active and a full-time student,In employment,Self-employed without employees,NA,2871
E07000070,84,147737,active and a full-time student,In employment,Self-employed without employees,Part,2872
E07000070,32,147737,active and a full-time student,In employment,Self-employed without employees,Full,2873
E07000070,660,147737,active and a full-time student,Unemployed,NA,NA,2874
E07000070,53893,147737,inactive,NA,NA,NA,2875
E07000070,33929,147737,inactive,Retired,NA,NA,2876
E07000070,5868,147737,inactive,Student,NA,NA,2877
E07000070,6336,147737,inactive,Looking after home or family,NA,NA,2878
E07000070,3682,147737,inactive,Long-term sick or disabled,NA,NA,2879
E07000070,4078,147737,inactive,Other,NA,NA,2880
E07000071,92402,156342,active (excluding full-time students),NA,NA,NA,2881
E07000071,88573,156342,active (excluding full-time students),In employment,NA,NA,2882
E07000071,73490,156342,active (excluding full-time students),In employment,Employee,NA,2883
E07000071,19523,156342,active (excluding full-time students),In employment,Employee,Part,2884
E07000071,53967,156342,active (excluding full-time students),In employment,Employee,Full,2885
E07000071,2253,156342,active (excluding full-time students),In employment,Self-employed with employees,NA,2886
E07000071,531,156342,active (excluding full-time students),In employment,Self-employed with employees,Part,2887
E07000071,1722,156342,active (excluding full-time students),In employment,Self-employed with employees,Full,2888
E07000071,12830,156342,active (excluding full-time students),In employment,Self-employed without employees,NA,2889
E07000071,5553,156342,active (excluding full-time students),In employment,Self-employed without employees,Part,2890
E07000071,7277,156342,active (excluding full-time students),In employment,Self-employed without employees,Full,2891
E07000071,3829,156342,active (excluding full-time students),Unemployed,NA,NA,2892
E07000071,5093,156342,active and a full-time student,NA,NA,NA,2893
E07000071,3442,156342,active and a full-time student,In employment,NA,NA,2894
E07000071,3180,156342,active and a full-time student,In employment,Employee,NA,2895
E07000071,2663,156342,active and a full-time student,In employment,Employee,Part,2896
E07000071,517,156342,active and a full-time student,In employment,Employee,Full,2897
E07000071,24,156342,active and a full-time student,In employment,Self-employed with employees,NA,2898
E07000071,14,156342,active and a full-time student,In employment,Self-employed with employees,Part,2899
E07000071,10,156342,active and a full-time student,In employment,Self-employed with employees,Full,2900
E07000071,238,156342,active and a full-time student,In employment,Self-employed without employees,NA,2901
E07000071,179,156342,active and a full-time student,In employment,Self-employed without employees,Part,2902
E07000071,59,156342,active and a full-time student,In employment,Self-employed without employees,Full,2903
E07000071,1651,156342,active and a full-time student,Unemployed,NA,NA,2904
E07000071,58847,156342,inactive,NA,NA,NA,2905
E07000071,32844,156342,inactive,Retired,NA,NA,2906
E07000071,10221,156342,inactive,Student,NA,NA,2907
E07000071,6689,156342,inactive,Looking after home or family,NA,NA,2908
E07000071,5185,156342,inactive,Long-term sick or disabled,NA,NA,2909
E07000071,3908,156342,inactive,Other,NA,NA,2910
E07000072,67696,109932,active (excluding full-time students),NA,NA,NA,2911
E07000072,64630,109932,active (excluding full-time students),In employment,NA,NA,2912
E07000072,49696,109932,active (excluding full-time students),In employment,Employee,NA,2913
E07000072,12740,109932,active (excluding full-time students),In employment,Employee,Part,2914
E07000072,36956,109932,active (excluding full-time students),In employment,Employee,Full,2915
E07000072,2911,109932,active (excluding full-time students),In employment,Self-employed with employees,NA,2916
E07000072,665,109932,active (excluding full-time students),In employment,Self-employed with employees,Part,2917
E07000072,2246,109932,active (excluding full-time students),In employment,Self-employed with employees,Full,2918
E07000072,12023,109932,active (excluding full-time students),In employment,Self-employed without employees,NA,2919
E07000072,5341,109932,active (excluding full-time students),In employment,Self-employed without employees,Part,2920
E07000072,6682,109932,active (excluding full-time students),In employment,Self-employed without employees,Full,2921
E07000072,3066,109932,active (excluding full-time students),Unemployed,NA,NA,2922
E07000072,1534,109932,active and a full-time student,NA,NA,NA,2923
E07000072,1166,109932,active and a full-time student,In employment,NA,NA,2924
E07000072,1041,109932,active and a full-time student,In employment,Employee,NA,2925
E07000072,810,109932,active and a full-time student,In employment,Employee,Part,2926
E07000072,231,109932,active and a full-time student,In employment,Employee,Full,2927
E07000072,15,109932,active and a full-time student,In employment,Self-employed with employees,NA,2928
E07000072,6,109932,active and a full-time student,In employment,Self-employed with employees,Part,2929
E07000072,9,109932,active and a full-time student,In employment,Self-employed with employees,Full,2930
E07000072,110,109932,active and a full-time student,In employment,Self-employed without employees,NA,2931
E07000072,72,109932,active and a full-time student,In employment,Self-employed without employees,Part,2932
E07000072,38,109932,active and a full-time student,In employment,Self-employed without employees,Full,2933
E07000072,368,109932,active and a full-time student,Unemployed,NA,NA,2934
E07000072,40702,109932,inactive,NA,NA,NA,2935
E07000072,23997,109932,inactive,Retired,NA,NA,2936
E07000072,4809,109932,inactive,Student,NA,NA,2937
E07000072,5543,109932,inactive,Looking after home or family,NA,NA,2938
E07000072,2956,109932,inactive,Long-term sick or disabled,NA,NA,2939
E07000072,3397,109932,inactive,Other,NA,NA,2940
E07000073,47280,73102,active (excluding full-time students),NA,NA,NA,2941
E07000073,44829,73102,active (excluding full-time students),In employment,NA,NA,2942
E07000073,37877,73102,active (excluding full-time students),In employment,Employee,NA,2943
E07000073,9496,73102,active (excluding full-time students),In employment,Employee,Part,2944
E07000073,28381,73102,active (excluding full-time students),In employment,Employee,Full,2945
E07000073,906,73102,active (excluding full-time students),In employment,Self-employed with employees,NA,2946
E07000073,233,73102,active (excluding full-time students),In employment,Self-employed with employees,Part,2947
E07000073,673,73102,active (excluding full-time students),In employment,Self-employed with employees,Full,2948
E07000073,6046,73102,active (excluding full-time students),In employment,Self-employed without employees,NA,2949
E07000073,2319,73102,active (excluding full-time students),In employment,Self-employed without employees,Part,2950
E07000073,3727,73102,active (excluding full-time students),In employment,Self-employed without employees,Full,2951
E07000073,2451,73102,active (excluding full-time students),Unemployed,NA,NA,2952
E07000073,1546,73102,active and a full-time student,NA,NA,NA,2953
E07000073,1152,73102,active and a full-time student,In employment,NA,NA,2954
E07000073,1054,73102,active and a full-time student,In employment,Employee,NA,2955
E07000073,770,73102,active and a full-time student,In employment,Employee,Part,2956
E07000073,284,73102,active and a full-time student,In employment,Employee,Full,2957
E07000073,6,73102,active and a full-time student,In employment,Self-employed with employees,NA,2958
E07000073,6,73102,active and a full-time student,In employment,Self-employed with employees,Part,2959
E07000073,0,73102,active and a full-time student,In employment,Self-employed with employees,Full,2960
E07000073,92,73102,active and a full-time student,In employment,Self-employed without employees,NA,2961
E07000073,59,73102,active and a full-time student,In employment,Self-employed without employees,Part,2962
E07000073,33,73102,active and a full-time student,In employment,Self-employed without employees,Full,2963
E07000073,394,73102,active and a full-time student,Unemployed,NA,NA,2964
E07000073,24276,73102,inactive,NA,NA,NA,2965
E07000073,12545,73102,inactive,Retired,NA,NA,2966
E07000073,2686,73102,inactive,Student,NA,NA,2967
E07000073,3770,73102,inactive,Looking after home or family,NA,NA,2968
E07000073,2901,73102,inactive,Long-term sick or disabled,NA,NA,2969
E07000073,2374,73102,inactive,Other,NA,NA,2970
E07000074,31877,55426,active (excluding full-time students),NA,NA,NA,2971
E07000074,30705,55426,active (excluding full-time students),In employment,NA,NA,2972
E07000074,24096,55426,active (excluding full-time students),In employment,Employee,NA,2973
E07000074,6839,55426,active (excluding full-time students),In employment,Employee,Part,2974
E07000074,17257,55426,active (excluding full-time students),In employment,Employee,Full,2975
E07000074,1091,55426,active (excluding full-time students),In employment,Self-employed with employees,NA,2976
E07000074,278,55426,active (excluding full-time students),In employment,Self-employed with employees,Part,2977
E07000074,813,55426,active (excluding full-time students),In employment,Self-employed with employees,Full,2978
E07000074,5518,55426,active (excluding full-time students),In employment,Self-employed without employees,NA,2979
E07000074,2490,55426,active (excluding full-time students),In employment,Self-employed without employees,Part,2980
E07000074,3028,55426,active (excluding full-time students),In employment,Self-employed without employees,Full,2981
E07000074,1172,55426,active (excluding full-time students),Unemployed,NA,NA,2982
E07000074,704,55426,active and a full-time student,NA,NA,NA,2983
E07000074,549,55426,active and a full-time student,In employment,NA,NA,2984
E07000074,515,55426,active and a full-time student,In employment,Employee,NA,2985
E07000074,461,55426,active and a full-time student,In employment,Employee,Part,2986
E07000074,54,55426,active and a full-time student,In employment,Employee,Full,2987
E07000074,3,55426,active and a full-time student,In employment,Self-employed with employees,NA,2988
E07000074,2,55426,active and a full-time student,In employment,Self-employed with employees,Part,2989
E07000074,1,55426,active and a full-time student,In employment,Self-employed with employees,Full,2990
E07000074,31,55426,active and a full-time student,In employment,Self-employed without employees,NA,2991
E07000074,28,55426,active and a full-time student,In employment,Self-employed without employees,Part,2992
E07000074,3,55426,active and a full-time student,In employment,Self-employed without employees,Full,2993
E07000074,155,55426,active and a full-time student,Unemployed,NA,NA,2994
E07000074,22845,55426,inactive,NA,NA,NA,2995
E07000074,15751,55426,inactive,Retired,NA,NA,2996
E07000074,1696,55426,inactive,Student,NA,NA,2997
E07000074,2571,55426,inactive,Looking after home or family,NA,NA,2998
E07000074,1593,55426,inactive,Long-term sick or disabled,NA,NA,2999
E07000074,1234,55426,inactive,Other,NA,NA,3000
E07000075,41446,70713,active (excluding full-time students),NA,NA,NA,3001
E07000075,39878,70713,active (excluding full-time students),In employment,NA,NA,3002
E07000075,32511,70713,active (excluding full-time students),In employment,Employee,NA,3003
E07000075,8876,70713,active (excluding full-time students),In employment,Employee,Part,3004
E07000075,23635,70713,active (excluding full-time students),In employment,Employee,Full,3005
E07000075,1077,70713,active (excluding full-time students),In employment,Self-employed with employees,NA,3006
E07000075,213,70713,active (excluding full-time students),In employment,Self-employed with employees,Part,3007
E07000075,864,70713,active (excluding full-time students),In employment,Self-employed with employees,Full,3008
E07000075,6290,70713,active (excluding full-time students),In employment,Self-employed without employees,NA,3009
E07000075,2702,70713,active (excluding full-time students),In employment,Self-employed without employees,Part,3010
E07000075,3588,70713,active (excluding full-time students),In employment,Self-employed without employees,Full,3011
E07000075,1568,70713,active (excluding full-time students),Unemployed,NA,NA,3012
E07000075,1039,70713,active and a full-time student,NA,NA,NA,3013
E07000075,783,70713,active and a full-time student,In employment,NA,NA,3014
E07000075,755,70713,active and a full-time student,In employment,Employee,NA,3015
E07000075,654,70713,active and a full-time student,In employment,Employee,Part,3016
E07000075,101,70713,active and a full-time student,In employment,Employee,Full,3017
E07000075,2,70713,active and a full-time student,In employment,Self-employed with employees,NA,3018
E07000075,0,70713,active and a full-time student,In employment,Self-employed with employees,Part,3019
E07000075,2,70713,active and a full-time student,In employment,Self-employed with employees,Full,3020
E07000075,26,70713,active and a full-time student,In employment,Self-employed without employees,NA,3021
E07000075,19,70713,active and a full-time student,In employment,Self-employed without employees,Part,3022
E07000075,7,70713,active and a full-time student,In employment,Self-employed without employees,Full,3023
E07000075,256,70713,active and a full-time student,Unemployed,NA,NA,3024
E07000075,28228,70713,inactive,NA,NA,NA,3025
E07000075,19641,70713,inactive,Retired,NA,NA,3026
E07000075,2259,70713,inactive,Student,NA,NA,3027
E07000075,3065,70713,inactive,Looking after home or family,NA,NA,3028
E07000075,1671,70713,inactive,Long-term sick or disabled,NA,NA,3029
E07000075,1592,70713,inactive,Other,NA,NA,3030
E07000076,60619,124890,active (excluding full-time students),NA,NA,NA,3031
E07000076,57207,124890,active (excluding full-time students),In employment,NA,NA,3032
E07000076,46028,124890,active (excluding full-time students),In employment,Employee,NA,3033
E07000076,14618,124890,active (excluding full-time students),In employment,Employee,Part,3034
E07000076,31410,124890,active (excluding full-time students),In employment,Employee,Full,3035
E07000076,1632,124890,active (excluding full-time students),In employment,Self-employed with employees,NA,3036
E07000076,378,124890,active (excluding full-time students),In employment,Self-employed with employees,Part,3037
E07000076,1254,124890,active (excluding full-time students),In employment,Self-employed with employees,Full,3038
E07000076,9547,124890,active (excluding full-time students),In employment,Self-employed without employees,NA,3039
E07000076,4253,124890,active (excluding full-time students),In employment,Self-employed without employees,Part,3040
E07000076,5294,124890,active (excluding full-time students),In employment,Self-employed without employees,Full,3041
E07000076,3412,124890,active (excluding full-time students),Unemployed,NA,NA,3042
E07000076,1513,124890,active and a full-time student,NA,NA,NA,3043
E07000076,1073,124890,active and a full-time student,In employment,NA,NA,3044
E07000076,1022,124890,active and a full-time student,In employment,Employee,NA,3045
E07000076,875,124890,active and a full-time student,In employment,Employee,Part,3046
E07000076,147,124890,active and a full-time student,In employment,Employee,Full,3047
E07000076,1,124890,active and a full-time student,In employment,Self-employed with employees,NA,3048
E07000076,0,124890,active and a full-time student,In employment,Self-employed with employees,Part,3049
E07000076,1,124890,active and a full-time student,In employment,Self-employed with employees,Full,3050
E07000076,50,124890,active and a full-time student,In employment,Self-employed without employees,NA,3051
E07000076,34,124890,active and a full-time student,In employment,Self-employed without employees,Part,3052
E07000076,16,124890,active and a full-time student,In employment,Self-employed without employees,Full,3053
E07000076,440,124890,active and a full-time student,Unemployed,NA,NA,3054
E07000076,62758,124890,inactive,NA,NA,NA,3055
E07000076,42714,124890,inactive,Retired,NA,NA,3056
E07000076,3627,124890,inactive,Student,NA,NA,3057
E07000076,6140,124890,inactive,Looking after home or family,NA,NA,3058
E07000076,6725,124890,inactive,Long-term sick or disabled,NA,NA,3059
E07000076,3552,124890,inactive,Other,NA,NA,3060
E07000077,46479,73519,active (excluding full-time students),NA,NA,NA,3061
E07000077,44968,73519,active (excluding full-time students),In employment,NA,NA,3062
E07000077,35243,73519,active (excluding full-time students),In employment,Employee,NA,3063
E07000077,9338,73519,active (excluding full-time students),In employment,Employee,Part,3064
E07000077,25905,73519,active (excluding full-time students),In employment,Employee,Full,3065
E07000077,1558,73519,active (excluding full-time students),In employment,Self-employed with employees,NA,3066
E07000077,335,73519,active (excluding full-time students),In employment,Self-employed with employees,Part,3067
E07000077,1223,73519,active (excluding full-time students),In employment,Self-employed with employees,Full,3068
E07000077,8167,73519,active (excluding full-time students),In employment,Self-employed without employees,NA,3069
E07000077,3786,73519,active (excluding full-time students),In employment,Self-employed without employees,Part,3070
E07000077,4381,73519,active (excluding full-time students),In employment,Self-employed without employees,Full,3071
E07000077,1511,73519,active (excluding full-time students),Unemployed,NA,NA,3072
E07000077,991,73519,active and a full-time student,NA,NA,NA,3073
E07000077,772,73519,active and a full-time student,In employment,NA,NA,3074
E07000077,732,73519,active and a full-time student,In employment,Employee,NA,3075
E07000077,608,73519,active and a full-time student,In employment,Employee,Part,3076
E07000077,124,73519,active and a full-time student,In employment,Employee,Full,3077
E07000077,2,73519,active and a full-time student,In employment,Self-employed with employees,NA,3078
E07000077,0,73519,active and a full-time student,In employment,Self-employed with employees,Part,3079
E07000077,2,73519,active and a full-time student,In employment,Self-employed with employees,Full,3080
E07000077,38,73519,active and a full-time student,In employment,Self-employed without employees,NA,3081
E07000077,32,73519,active and a full-time student,In employment,Self-employed without employees,Part,3082
E07000077,6,73519,active and a full-time student,In employment,Self-employed without employees,Full,3083
E07000077,219,73519,active and a full-time student,Unemployed,NA,NA,3084
E07000077,26049,73519,inactive,NA,NA,NA,3085
E07000077,16857,73519,inactive,Retired,NA,NA,3086
E07000077,2847,73519,inactive,Student,NA,NA,3087
E07000077,3334,73519,inactive,Looking after home or family,NA,NA,3088
E07000077,1428,73519,inactive,Long-term sick or disabled,NA,NA,3089
E07000077,1583,73519,inactive,Other,NA,NA,3090
E07000078,59447,98436,active (excluding full-time students),NA,NA,NA,3091
